geo_name,geo_sumlevel,geo_id,violent_crime_2015,violent_crime_2016,violent_crime_2017
"Miner County, SD","county",05000US46097,27.8,27.8,42.65
"Minnehaha County, SD","county",05000US46099,284.84,284.84,349.66
"Moody County, SD","county",05000US46101,183.68,183.68,195.76
"Pennington County, SD","county",05000US46103,493.33,493.33,488.26
"Perkins County, SD","county",05000US46105,22.14,22.14,32.72
"Potter County, SD","county",05000US46107,70.65,70.65,55.69
"Roberts County, SD","county",05000US46109,178.11,178.11,209.2
"Shannon County, SD","county",05000US46113,0,0,0
"Spink County, SD","county",05000US46115,154.23,154.23,80.25
"Stanley County, SD","county",05000US46117,122.17,122.17,99.96
"Sully County, SD","county",05000US46119,72.24,72.24,23.25
"Tripp County, SD","county",05000US46123,99.79,99.79,114.33
"Turner County, SD","county",05000US46125,71.37,71.37,75.55
"Union County, SD","county",05000US46127,34.32,34.32,99.95
"Walworth County, SD","county",05000US46129,150.78,150.78,149.82
"Yankton County, SD","county",05000US46135,194.07,194.07,245.44
"Ziebach County, SD","county",05000US46137,23.47,23.47,11.59
"Anderson County, TN","county",05000US47001,380.97,380.97,317.73
"Bedford County, TN","county",05000US47003,362.15,362.15,361.23
"Benton County, TN","county",05000US47005,249.53,249.53,205.36
"Bledsoe County, TN","county",05000US47007,92.69,92.69,108.75
"Blount County, TN","county",05000US47009,334.9,334.9,308.93
"Bradley County, TN","county",05000US47011,630.96,630.96,545.18
"Campbell County, TN","county",05000US47013,373.43,373.43,326.08
"Cannon County, TN","county",05000US47015,216.34,216.34,190.32
"Carroll County, TN","county",05000US47017,269.79,269.79,224.12
"Carter County, TN","county",05000US47019,206.33,206.33,209.22
"Cheatham County, TN","county",05000US47021,311.96,311.96,308.14
"Chester County, TN","county",05000US47023,294,294,262.15
"Claiborne County, TN","county",05000US47025,431.27,431.27,460.67
"Clay County, TN","county",05000US47027,173.6,173.6,170.61
"Cocke County, TN","county",05000US47029,669.87,669.87,581.54
"Coffee County, TN","county",05000US47031,467.02,467.02,423.66
"Crockett County, TN","county",05000US47033,477.52,477.52,539.08
"Cumberland County, TN","county",05000US47035,422.48,422.48,375.31
"Davidson County, TN","county",05000US47037,1153.22,1153.22,1110.86
"Decatur County, TN","county",05000US47039,271.16,271.16,390.06
"DeKalb County, TN","county",05000US47041,326.71,326.71,259.99
"Dickson County, TN","county",05000US47043,379.3,379.3,392.28
"Dyer County, TN","county",05000US47045,622.39,622.39,760.46
"Fayette County, TN","county",05000US47047,367.23,367.23,248.13
"Fentress County, TN","county",05000US47049,208.3,208.3,216.34
"Franklin County, TN","county",05000US47051,334.6,334.6,318.01
"Gibson County, TN","county",05000US47053,576.71,576.71,557.81
"Giles County, TN","county",05000US47055,306.08,306.08,325.37
"Grainger County, TN","county",05000US47057,144.58,144.58,159.27
"Greene County, TN","county",05000US47059,384.74,384.74,337.99
"Grundy County, TN","county",05000US47061,594.85,594.85,615.56
"Hamblen County, TN","county",05000US47063,526.33,526.33,427.32
"Hamilton County, TN","county",05000US47065,635.92,635.92,645.64
"Hancock County, TN","county",05000US47067,429.41,429.41,223.37
"Hardeman County, TN","county",05000US47069,523.18,523.18,570.52
"Hardin County, TN","county",05000US47071,492.5,492.5,414.68
"Hawkins County, TN","county",05000US47073,255.66,255.66,250.26
"Haywood County, TN","county",05000US47075,986.41,986.41,918.82
"Henderson County, TN","county",05000US47077,615.97,615.97,530.35
"Henry County, TN","county",05000US47079,299.27,299.27,306.44
"Hickman County, TN","county",05000US47081,210.21,210.21,297.79
"Houston County, TN","county",05000US47083,315.83,315.83,283
"Humphreys County, TN","county",05000US47085,175.42,175.42,216.25
"Jackson County, TN","county",05000US47087,238.19,238.19,244.44
"Jefferson County, TN","county",05000US47089,261.31,261.31,284.05
"Johnson County, TN","county",05000US47091,476.06,476.06,525.89
"Knox County, TN","county",05000US47093,541.68,541.68,488.69
"Lake County, TN","county",05000US47095,305.37,305.37,258.33
"Lauderdale County, TN","county",05000US47097,651.1,651.1,735.8
"Lawrence County, TN","county",05000US47099,492.97,492.97,494.03
"Lewis County, TN","county",05000US47101,389.92,389.92,380.42
"Lincoln County, TN","county",05000US47103,445.75,445.75,418.65
"Loudon County, TN","county",05000US47105,279.9,279.9,204.84
"McMinn County, TN","county",05000US47107,531.2,531.2,490.57
"McNairy County, TN","county",05000US47109,399.01,399.01,404.9
"Macon County, TN","county",05000US47111,304.3,304.3,265.63
"Madison County, TN","county",05000US47113,887.56,887.56,1017.42
"Marion County, TN","county",05000US47115,365.09,365.09,315.46
"Marshall County, TN","county",05000US47117,300.07,300.07,429.11
"Maury County, TN","county",05000US47119,575.11,575.11,522.94
"Meigs County, TN","county",05000US47121,403.43,403.43,409.44
"Monroe County, TN","county",05000US47123,401.65,401.65,406.15
"Montgomery County, TN","county",05000US47125,549.5,549.5,541.65
"Moore County, TN","county",05000US47127,57.16,57.16,83.73
"Morgan County, TN","county",05000US47129,226.62,226.62,242.76
"Obion County, TN","county",05000US47131,319.94,319.94,361.57
"Overton County, TN","county",05000US47133,272.79,272.79,245.8
"Perry County, TN","county",05000US47135,284.95,284.95,287.1
"Pickett County, TN","county",05000US47137,58.58,58.58,58.49
"Polk County, TN","county",05000US47139,248.42,248.42,210.85
"Putnam County, TN","county",05000US47141,386.1,386.1,396.74
"Rhea County, TN","county",05000US47143,339.74,339.74,307.64
"Roane County, TN","county",05000US47145,257.46,257.46,296.52
"Robertson County, TN","county",05000US47147,436.7,436.7,428.38
"Rutherford County, TN","county",05000US47149,430.81,430.81,436.83
"Scott County, TN","county",05000US47151,311.94,311.94,242
"Sequatchie County, TN","county",05000US47153,385.38,385.38,401.24
"Sevier County, TN","county",05000US47155,347.13,347.13,306.79
"Shelby County, TN","county",05000US47157,1235.83,1235.83,1286.06
"Smith County, TN","county",05000US47159,280.21,280.21,257.27
"Stewart County, TN","county",05000US47161,259.59,259.59,352.58
"Sullivan County, TN","county",05000US47163,530.2,530.2,477.4
"Sumner County, TN","county",05000US47165,277.97,277.97,258.64
"Tipton County, TN","county",05000US47167,552.81,552.81,552.24
"Trousdale County, TN","county",05000US47169,510.72,510.72,387.25
"Unicoi County, TN","county",05000US47171,166.6,166.6,270.32
"Union County, TN","county",05000US47173,275.33,275.33,308.69
"Van Buren County, TN","county",05000US47175,299.87,299.87,214.31
"Warren County, TN","county",05000US47177,335.01,335.01,373.47
"Washington County, TN","county",05000US47179,414.82,414.82,356.71
"Wayne County, TN","county",05000US47181,183.28,183.28,254.53
"Weakley County, TN","county",05000US47183,319.05,319.05,252.83
"White County, TN","county",05000US47185,323.2,323.2,288.71
"Williamson County, TN","county",05000US47187,123.63,123.63,130.26
"Wilson County, TN","county",05000US47189,388.64,388.64,312.7
"Anderson County, TX","county",05000US48001,302.27,302.27,319.76
"Andrews County, TX","county",05000US48003,518.01,518.01,578.56
"Angelina County, TX","county",05000US48005,348.02,348.02,344.03
"Aransas County, TX","county",05000US48007,201.34,201.34,313.57
"Archer County, TX","county",05000US48009,121,121,154.86
"Armstrong County, TX","county",05000US48011,17.24,17.24,135.59
"Atascosa County, TX","county",05000US48013,171.5,171.5,176.65
"Austin County, TX","county",05000US48015,202.25,202.25,240.08
"Bailey County, TX","county",05000US48017,251.87,251.87,156.95
"Bandera County, TX","county",05000US48019,89.96,89.96,107.67
"Bastrop County, TX","county",05000US48021,368.79,368.79,322.95
"Baylor County, TX","county",05000US48023,379.62,379.62,299.48
"Bee County, TX","county",05000US48025,219.66,219.66,181.31
"Bell County, TX","county",05000US48027,413.71,413.71,389.39
"Bexar County, TX","county",05000US48029,476.86,476.86,475.54
"Blanco County, TX","county",05000US48031,175.14,175.14,166.88
"Borden County, TX","county",05000US48033,51.81,51.81,265.39
"Bosque County, TX","county",05000US48035,94.56,94.56,76.44
"Bowie County, TX","county",05000US48037,677.66,677.66,553.75
"Brazoria County, TX","county",05000US48039,170.31,170.31,174.95
"Brazos County, TX","county",05000US48041,387.12,387.12,364.71
"Brewster County, TX","county",05000US48043,124.18,124.18,141.58
"Briscoe County, TX","county",05000US48045,40.13,40.13,21.06
"Brooks County, TX","county",05000US48047,301.41,301.41,234.84
"Brown County, TX","county",05000US48049,369.69,369.69,308.96
"Burleson County, TX","county",05000US48051,174.18,174.18,155.21
"Burnet County, TX","county",05000US48053,166.71,166.71,211.94
"Caldwell County, TX","county",05000US48055,317.38,317.38,293.38
"Calhoun County, TX","county",05000US48057,545.07,545.07,452.08
"Callahan County, TX","county",05000US48059,97.35,97.35,92.88
"Cameron County, TX","county",05000US48061,293.32,293.32,252.09
"Camp County, TX","county",05000US48063,236.35,236.35,345.63
"Carson County, TX","county",05000US48065,159.18,159.18,167.13
"Cass County, TX","county",05000US48067,283.92,283.92,324.05
"Castro County, TX","county",05000US48069,105.98,105.98,138.65
"Chambers County, TX","county",05000US48071,238.29,238.29,255.86
"Cherokee County, TX","county",05000US48073,455.96,455.96,426.23
"Childress County, TX","county",05000US48075,365.87,365.87,409.08
"Clay County, TX","county",05000US48077,55.19,55.19,72.14
"Cochran County, TX","county",05000US48079,84.42,84.42,206.66
"Coke County, TX","county",05000US48081,19.87,19.87,20.46
"Coleman County, TX","county",05000US48083,152.58,152.58,180.38
"Collin County, TX","county",05000US48085,170.32,170.32,153.61
"Collingsworth County, TX","county",05000US48087,10.73,10.73,10.73
"Colorado County, TX","county",05000US48089,217.96,217.96,215.24
"Comal County, TX","county",05000US48091,281.8,281.8,272.75
"Comanche County, TX","county",05000US48093,226.73,226.73,204.89
"Concho County, TX","county",05000US48095,144.86,144.86,81.93
"Cooke County, TX","county",05000US48097,215.94,215.94,
"Coryell County, TX","county",05000US48099,209.99,209.99,171.07
"Cottle County, TX","county",05000US48101,0,0,201.93
"Crane County, TX","county",05000US48103,135.43,135.43,149.9
"Crosby County, TX","county",05000US48107,141.09,141.09,110.32
"Culberson County, TX","county",05000US48109,123.88,123.88,57.57
"Dallam County, TX","county",05000US48111,311.95,311.95,507.95
"Dallas County, TX","county",05000US48113,465.92,465.92,443.43
"Dawson County, TX","county",05000US48115,303,303,308.51
"Deaf Smith County, TX","county",05000US48117,293.02,293.02,261.3
"Delta County, TX","county",05000US48119,107.17,107.17,68.97
"Denton County, TX","county",05000US48121,180.37,180.37,171
"DeWitt County, TX","county",05000US48123,292.6,292.6,551.48
"Dickens County, TX","county",05000US48125,108.45,108.45,100.03
"Dimmit County, TX","county",05000US48127,469.28,469.28,348.57
"Donley County, TX","county",05000US48129,197.54,197.54,314.73
"Duval County, TX","county",05000US48131,737.6,737.6,720.53
"Eastland County, TX","county",05000US48133,200.11,200.11,194.35
"Ector County, TX","county",05000US48135,717.77,717.77,847.55
"Edwards County, TX","county",05000US48137,165.54,165.54,119.95
"Ellis County, TX","county",05000US48139,178.18,178.18,128.87
"El Paso County, TX","county",05000US48141,401.51,401.51,364.37
"Erath County, TX","county",05000US48143,155.96,155.96,139.24
"Falls County, TX","county",05000US48145,158.32,158.32,167.15
"Fannin County, TX","county",05000US48147,166.97,166.97,161.77
"Fayette County, TX","county",05000US48149,129.81,129.81,165.27
"Fisher County, TX","county",05000US48151,166.6,166.6,291.55
"Floyd County, TX","county",05000US48153,348.4,348.4,392.16
"Foard County, TX","county",05000US48155,73.87,73.87,127.03
"Fort Bend County, TX","county",05000US48157,286.88,286.88,261.54
"Franklin County, TX","county",05000US48159,164.89,164.89,155.47
"Freestone County, TX","county",05000US48161,253.22,253.22,189.12
"Frio County, TX","county",05000US48163,181.1,181.1,179.56
"Gaines County, TX","county",05000US48165,91.26,91.26,100.95
"Galveston County, TX","county",05000US48167,296.54,296.54,261.1
"Garza County, TX","county",05000US48169,20.29,20.29,41.21
"Gillespie County, TX","county",05000US48171,63.42,63.42,62.74
"Glasscock County, TX","county",05000US48173,106.72,106.72,26.24
"Goliad County, TX","county",05000US48175,191.58,191.58,152.06
"Gonzales County, TX","county",05000US48177,514.67,514.67,626.31
"Gray County, TX","county",05000US48179,515.73,515.73,598.23
"Grayson County, TX","county",05000US48181,268.27,268.27,263.71
"Gregg County, TX","county",05000US48183,504.39,504.39,470.27
"Grimes County, TX","county",05000US48185,341.73,341.73,415.42
"Guadalupe County, TX","county",05000US48187,207.62,207.62,188.37
"Hale County, TX","county",05000US48189,215.67,215.67,197.32
"Hall County, TX","county",05000US48191,235.18,235.18,190.94
"Hamilton County, TX","county",05000US48193,254.25,254.25,184.54
"Hansford County, TX","county",05000US48195,182.3,182.3,327.9
"Hardeman County, TX","county",05000US48197,126.94,126.94,17.17
"Hardin County, TX","county",05000US48199,151.36,151.36,154.54
"Harris County, TX","county",05000US48201,725.45,725.45,713.71
"Harrison County, TX","county",05000US48203,405.14,405.14,343.88
"Hartley County, TX","county",05000US48205,240.28,240.28,298.72
"Haskell County, TX","county",05000US48207,133.33,133.33,128.27
"Hays County, TX","county",05000US48209,208.67,208.67,248.63
"Hemphill County, TX","county",05000US48211,417.98,417.98,311.73
"Henderson County, TX","county",05000US48213,379.73,379.73,335.9
"Hidalgo County, TX","county",05000US48215,309.65,309.65,311.89
"Hill County, TX","county",05000US48217,159.12,159.12,210.01
"Hockley County, TX","county",05000US48219,428.07,428.07,417.63
"Hood County, TX","county",05000US48221,163.58,163.58,145.03
"Hopkins County, TX","county",05000US48223,179.5,179.5,148.82
"Houston County, TX","county",05000US48225,168.53,168.53,163.33
"Howard County, TX","county",05000US48227,561.04,561.04,577.56
"Hudspeth County, TX","county",05000US48229,123.82,123.82,59.51
"Hunt County, TX","county",05000US48231,410.73,410.73,415.48
"Hutchinson County, TX","county",05000US48233,763.98,763.98,708.51
"Irion County, TX","county",05000US48235,61.53,61.53,82.71
"Jack County, TX","county",05000US48237,200.38,200.38,235.44
"Jackson County, TX","county",05000US48239,180.38,180.38,138.07
"Jasper County, TX","county",05000US48241,306.39,306.39,338.2
"Jeff Davis County, TX","county",05000US48243,141.74,141.74,174.65
"Jefferson County, TX","county",05000US48245,651.97,651.97,686.92
"Jim Hogg County, TX","county",05000US48247,149.48,149.48,69.32
"Jim Wells County, TX","county",05000US48249,663.49,663.49,616.23
"Johnson County, TX","county",05000US48251,241.7,241.7,192.91
"Jones County, TX","county",05000US48253,290.48,290.48,283.45
"Karnes County, TX","county",05000US48255,194.99,194.99,163.58
"Kaufman County, TX","county",05000US48257,278.43,278.43,225.89
"Kendall County, TX","county",05000US48259,108.92,108.92,109.56
"Kenedy County, TX","county",05000US48261,856.03,856.03,925.93
"Kent County, TX","county",05000US48263,445.34,445.34,319.87
"Kerr County, TX","county",05000US48265,165.09,165.09,178.2
"Kimble County, TX","county",05000US48267,278.33,278.33,152.62
"King County, TX","county",05000US48269,119.47,119.47,0
"Kinney County, TX","county",05000US48271,75.87,75.87,17.16
"Kleberg County, TX","county",05000US48273,702.74,702.74,520.83
"Knox County, TX","county",05000US48275,105.91,105.91,87.39
"Lamar County, TX","county",05000US48277,375.02,375.02,373.39
"Lamb County, TX","county",05000US48279,346.75,346.75,281.99
"Lampasas County, TX","county",05000US48281,135.11,135.11,155.01
"La Salle County, TX","county",05000US48283,185.51,185.51,114.32
"Lavaca County, TX","county",05000US48285,109.27,109.27,157.44
"Lee County, TX","county",05000US48287,332.74,332.74,262.23
"Leon County, TX","county",05000US48289,111.49,111.49,90.46
"Liberty County, TX","county",05000US48291,422.2,422.2,433.21
"Limestone County, TX","county",05000US48293,516.52,516.52,316.1
"Lipscomb County, TX","county",05000US48295,0,0,104.72
"Live Oak County, TX","county",05000US48297,151.76,151.76,299.39
"Llano County, TX","county",05000US48299,78.66,78.66,103.17
"Loving County, TX","county",05000US48301,0,0,1520.91
"Lubbock County, TX","county",05000US48303,744.17,744.17,729.35
"Lynn County, TX","county",05000US48305,111.54,111.54,137.4
"McCulloch County, TX","county",05000US48307,190.82,190.82,95.21
"McLennan County, TX","county",05000US48309,478.3,478.3,394.79
"McMullen County, TX","county",05000US48311,281.82,281.82,450.86
"Madison County, TX","county",05000US48313,206.88,206.88,218.97
"Marion County, TX","county",05000US48315,550.38,550.38,647.29
"Martin County, TX","county",05000US48317,169.99,169.99,160.26
"Mason County, TX","county",05000US48319,49.37,49.37,48.99
"Matagorda County, TX","county",05000US48321,284.21,284.21,323.94
"Maverick County, TX","county",05000US48323,291.75,291.75,216.77
"Medina County, TX","county",05000US48325,179.31,179.31,143.31
"Menard County, TX","county",05000US48327,161.08,161.08,224.25
"Midland County, TX","county",05000US48329,311.43,311.43,310.97
"Milam County, TX","county",05000US48331,175.76,175.76,209.93
"Mills County, TX","county",05000US48333,114.12,114.12,61.39
"Mitchell County, TX","county",05000US48335,273,273,327.64
"Montague County, TX","county",05000US48337,158.75,158.75,155.85
"Montgomery County, TX","county",05000US48339,215.16,215.16,171.15
"Moore County, TX","county",05000US48341,274.97,274.97,287.69
"Morris County, TX","county",05000US48343,433.89,433.89,376.85
"Motley County, TX","county",05000US48345,81.23,81.23,27.36
"Nacogdoches County, TX","county",05000US48347,410.97,410.97,286.13
"Navarro County, TX","county",05000US48349,450.26,450.26,357.55
"Newton County, TX","county",05000US48351,43.32,43.32,60.42
"Nolan County, TX","county",05000US48353,832.43,832.43,714.24
"Nueces County, TX","county",05000US48355,631.74,631.74,617.72
"Ochiltree County, TX","county",05000US48357,204.15,204.15,195.72
"Oldham County, TX","county",05000US48359,79.97,79.97,95.15
"Orange County, TX","county",05000US48361,388.57,388.57,333.62
"Palo Pinto County, TX","county",05000US48363,319.86,319.86,205.99
"Panola County, TX","county",05000US48365,266.17,266.17,312.33
"Parker County, TX","county",05000US48367,148.4,148.4,108.38
"Parmer County, TX","county",05000US48369,182.45,182.45,91.4
"Pecos County, TX","county",05000US48371,374.28,374.28,347.27
"Polk County, TX","county",05000US48373,211.3,211.3,282.95
"Potter County, TX","county",05000US48375,575.36,575.36,596.92
"Presidio County, TX","county",05000US48377,46.09,46.09,58
"Rains County, TX","county",05000US48379,165.25,165.25,164.69
"Randall County, TX","county",05000US48381,492.43,492.43,515.9
"Reagan County, TX","county",05000US48383,39.04,39.04,9.37
"Real County, TX","county",05000US48385,78.7,78.7,29.24
"Red River County, TX","county",05000US48387,159.45,159.45,278.53
"Reeves County, TX","county",05000US48389,220,220,236.12
"Refugio County, TX","county",05000US48391,192.64,192.64,213.59
"Roberts County, TX","county",05000US48393,295.64,295.64,282.26
"Robertson County, TX","county",05000US48395,288.62,288.62,416.58
"Rockwall County, TX","county",05000US48397,126.23,126.23,92.62
"Runnels County, TX","county",05000US48399,228.8,228.8,155.61
"Rusk County, TX","county",05000US48401,356.65,356.65,357.68
"Sabine County, TX","county",05000US48403,211.77,211.77,264.88
"San Augustine County, TX","county",05000US48405,311.99,311.99,243.7
"San Jacinto County, TX","county",05000US48407,329.09,329.09,246.86
"San Patricio County, TX","county",05000US48409,324.41,324.41,331.76
"San Saba County, TX","county",05000US48411,221.57,221.57,176.59
"Schleicher County, TX","county",05000US48413,19.32,19.32,10.29
"Scurry County, TX","county",05000US48415,535.33,535.33,460.13
"Shackelford County, TX","county",05000US48417,58.85,58.85,108.5
"Shelby County, TX","county",05000US48419,309.32,309.32,342.45
"Sherman County, TX","county",05000US48421,119.33,119.33,85.85
"Smith County, TX","county",05000US48423,391.16,391.16,337.6
"Somervell County, TX","county",05000US48425,66.05,66.05,80.77
"Starr County, TX","county",05000US48427,264.72,264.72,281.39
"Stephens County, TX","county",05000US48429,133.77,133.77,155.02
"Sterling County, TX","county",05000US48431,143.47,143.47,192.41
"Stonewall County, TX","county",05000US48433,244.17,244.17,182.03
"Sutton County, TX","county",05000US48435,104.75,104.75,174.72
"Swisher County, TX","county",05000US48437,281.62,281.62,270.83
"Tarrant County, TX","county",05000US48439,436.93,436.93,411.11
"Taylor County, TX","county",05000US48441,378.01,378.01,390.88
"Terrell County, TX","county",05000US48443,337.5,337.5,109.01
"Terry County, TX","county",05000US48445,228.97,228.97,294.47
"Throckmorton County, TX","county",05000US48447,40.4,40.4,62.03
"Titus County, TX","county",05000US48449,231.63,231.63,252.96
"Tom Green County, TX","county",05000US48451,270.03,270.03,280.55
"Travis County, TX","county",05000US48453,381.31,381.31,345.75
"Trinity County, TX","county",05000US48455,238.98,238.98,201.87
"Tyler County, TX","county",05000US48457,359.2,359.2,252.36
"Upshur County, TX","county",05000US48459,262.94,262.94,303.58
"Upton County, TX","county",05000US48461,39.3,39.3,19.86
"Uvalde County, TX","county",05000US48463,297.64,297.64,384.53
"Val Verde County, TX","county",05000US48465,171.57,171.57,145.73
"Van Zandt County, TX","county",05000US48467,192.7,192.7,185.79
"Victoria County, TX","county",05000US48469,550.58,550.58,507.69
"Walker County, TX","county",05000US48471,385.93,385.93,383.41
"Waller County, TX","county",05000US48473,220.47,220.47,273.01
"Ward County, TX","county",05000US48475,438.06,438.06,485.28
"Washington County, TX","county",05000US48477,231.35,231.35,261.77
"Webb County, TX","county",05000US48479,473.5,473.5,421.97
"Wharton County, TX","county",05000US48481,423.57,423.57,412.46
"Wheeler County, TX","county",05000US48483,218.43,218.43,122.39
"Wichita County, TX","county",05000US48485,405.35,405.35,392.08
"Wilbarger County, TX","county",05000US48487,441.89,441.89,297.69
"Willacy County, TX","county",05000US48489,902.32,902.32,788.93
"Williamson County, TX","county",05000US48491,142.29,142.29,146.55
"Wilson County, TX","county",05000US48493,101.38,101.38,122.24
"Winkler County, TX","county",05000US48495,277.06,277.06,319.55
"Wise County, TX","county",05000US48497,154.25,154.25,152.41
"Wood County, TX","county",05000US48499,134.79,134.79,150.38
"Yoakum County, TX","county",05000US48501,141.38,141.38,142.03
"Young County, TX","county",05000US48503,163.55,163.55,162.06
"Zapata County, TX","county",05000US48505,205.48,205.48,301.17
"Zavala County, TX","county",05000US48507,362.1,362.1,260.95
"Beaver County, UT","county",05000US49001,109.68,109.68,118.02
"Box Elder County, UT","county",05000US49003,149.23,149.23,177.18
"Cache County, UT","county",05000US49005,54.4,54.4,56.05
"Carbon County, UT","county",05000US49007,212.23,212.23,227.92
"Daggett County, UT","county",05000US49009,0,0,29.19
"Davis County, UT","county",05000US49011,100.01,100.01,105.57
"Duchesne County, UT","county",05000US49013,216.87,216.87,376.19
"Emery County, UT","county",05000US49015,30.07,30.07,112.78
"Grand County, UT","county",05000US49019,227.93,227.93,240.72
"Iron County, UT","county",05000US49021,229.71,229.71,289.47
"Juab County, UT","county",05000US49023,73.8,73.8,67.07
"Kane County, UT","county",05000US49025,171.65,171.65,255.06
"Millard County, UT","county",05000US49027,147.12,147.12,230.24
"Morgan County, UT","county",05000US49029,41.47,41.47,30.3
"Piute County, UT","county",05000US49031,0,0,109.99
"Rich County, UT","county",05000US49033,144.8,144.8,144.47
"Salt Lake County, UT","county",05000US49035,341.53,341.53,349.82
"San Juan County, UT","county",05000US49037,95.98,95.98,146.02
"Sanpete County, UT","county",05000US49039,122.56,122.56,78.51
"Sevier County, UT","county",05000US49041,161.24,161.24,131.56
"Summit County, UT","county",05000US49043,113.95,113.95,159.49
"Tooele County, UT","county",05000US49045,199.79,199.79,218.78
"Uintah County, UT","county",05000US49047,219.28,219.28,197.92
"Utah County, UT","county",05000US49049,78.63,78.63,74.45
"Wasatch County, UT","county",05000US49051,55.35,55.35,89.74
"Washington County, UT","county",05000US49053,143.44,143.44,151.5
"Wayne County, UT","county",05000US49055,71.56,71.56,90.6
"Weber County, UT","county",05000US49057,211.49,211.49,233.94
"Addison County, VT","county",05000US50001,75.18,75.18,90.7
"Bennington County, VT","county",05000US50003,151.93,151.93,133.53
"Caledonia County, VT","county",05000US50005,137.77,137.77,142.39
"Chittenden County, VT","county",05000US50007,162.12,162.12,118.3
"Essex County, VT","county",05000US50009,0,0,16.01
"Franklin County, VT","county",05000US50011,175.46,175.46,162.2
"Grand Isle County, VT","county",05000US50013,33.53,33.53,47.81
"Lamoille County, VT","county",05000US50015,70.59,70.59,56
"Orange County, VT","county",05000US50017,64.45,64.45,43.77
"Orleans County, VT","county",05000US50019,134.73,134.73,127.78
"Rutland County, VT","county",05000US50021,157.97,157.97,175.72
"Washington County, VT","county",05000US50023,118.62,118.62,94.79
"Windham County, VT","county",05000US50025,205.53,205.53,194.28
"Windsor County, VT","county",05000US50027,132.54,132.54,104.89
"Accomack County, VA","county",05000US51001,188.19,188.19,180.41
"Albemarle County, VA","county",05000US51003,117.03,117.03,112.86
"Alleghany County, VA","county",05000US51005,110.1,110.1,123
"Amelia County, VA","county",05000US51007,166.33,166.33,114.29
"Amherst County, VA","county",05000US51009,76.83,76.83,95.56
"Appomattox County, VA","county",05000US51011,86.03,86.03,63.42
"Arlington County, VA","county",05000US51013,150.29,150.29,146.47
"Augusta County, VA","county",05000US51015,111.34,111.34,132.25
"Bath County, VA","county",05000US51017,35.14,35.14,28.69
"Bedford County, VA","county",05000US51019,159.96,159.96,73.62
"Bland County, VA","county",05000US51021,53.34,53.34,68.84
"Botetourt County, VA","county",05000US51023,84.01,84.01,78.4
"Brunswick County, VA","county",05000US51025,91.48,91.48,95.74
"Buchanan County, VA","county",05000US51027,145.18,145.18,176.96
"Buckingham County, VA","county",05000US51029,153.95,153.95,162.37
"Campbell County, VA","county",05000US51031,122.91,122.91,144.26
"Caroline County, VA","county",05000US51033,137.7,137.7,126.66
"Carroll County, VA","county",05000US51035,110.19,110.19,106.63
"Charles City County, VA","county",05000US51036,82.12,82.12,125.23
"Charlotte County, VA","county",05000US51037,147.5,147.5,166.36
"Chesterfield County, VA","county",05000US51041,135.2,135.2,127.58
"Clarke County, VA","county",05000US51043,121.92,121.92,66.98
"Craig County, VA","county",05000US51045,70.53,70.53,102.53
"Culpeper County, VA","county",05000US51047,186.71,186.71,148.61
"Cumberland County, VA","county",05000US51049,145.2,145.2,161.7
"Dickenson County, VA","county",05000US51051,106.45,106.45,136.27
"Dinwiddie County, VA","county",05000US51053,178.57,178.57,224.52
"Essex County, VA","county",05000US51057,195.47,195.47,221.49
"Fairfax County, VA","county",05000US51059,89.96,89.96,89.44
"Fauquier County, VA","county",05000US51061,91.93,91.93,78.62
"Floyd County, VA","county",05000US51063,64.81,64.81,66.55
"Fluvanna County, VA","county",05000US51065,58.95,58.95,75.17
"Franklin County, VA","county",05000US51067,103.51,103.51,129.38
"Frederick County, VA","county",05000US51069,112.56,112.56,108.73
"Giles County, VA","county",05000US51071,113.26,113.26,125.48
"Gloucester County, VA","county",05000US51073,76.26,76.26,105.31
"Goochland County, VA","county",05000US51075,106.36,106.36,75.41
"Grayson County, VA","county",05000US51077,121.93,121.93,107.19
"Greene County, VA","county",05000US51079,171.76,171.76,102.31
"Greensville County, VA","county",05000US51081,138.29,138.29,150.81
"Halifax County, VA","county",05000US51083,138.73,138.73,199.97
"Hanover County, VA","county",05000US51085,88.63,88.63,120.92
"Henrico County, VA","county",05000US51087,161.26,161.26,174.06
"Henry County, VA","county",05000US51089,316.63,316.63,308.16
"Highland County, VA","county",05000US51091,71.82,71.82,29.75
"Isle of Wight County, VA","county",05000US51093,135.89,135.89,143.88
"James City County, VA","county",05000US51095,106,106,103.32
"King and Queen County, VA","county",05000US51097,142.54,142.54,112.46
"King George County, VA","county",05000US51099,100.17,100.17,111.35
"King William County, VA","county",05000US51101,72.59,72.59,62.1
"Lancaster County, VA","county",05000US51103,84.34,84.34,103.61
"Lee County, VA","county",05000US51105,131.33,131.33,152.53
"Loudoun County, VA","county",05000US51107,88.47,88.47,84.98
"Louisa County, VA","county",05000US51109,117.45,117.45,149.81
"Lunenburg County, VA","county",05000US51111,171.8,171.8,163.27
"Madison County, VA","county",05000US51113,89.8,89.8,83.13
"Mathews County, VA","county",05000US51115,73.74,73.74,44.74
"Mecklenburg County, VA","county",05000US51117,185.17,185.17,244.68
"Middlesex County, VA","county",05000US51119,96.9,96.9,150.79
"Montgomery County, VA","county",05000US51121,117.42,117.42,116.8
